fir_id,fir_number,date_filed,time_filed,police_station,district,crime_type,ipc_sections,location_description,latitude,longitude,description_text,status
103,FIR-2023-IND-103,2023-07-27,18:15,Indiranagar PS,Bengaluru East,assault,392,"Sharma Zila, Indiranagar",12.961212,77.642834,The complainant was physically attacked by 3 unknown persons near Srinivas Nagar junction at approximately 21:15 hours. The victim sustained moderate injuries.,chargesheeted
104,FIR-2024-JP -104,2024-07-26,14:30,JP Nagar PS,Bengaluru South,chain_snatching,379,"Ghosh Marg, JP Nagar",12.903695,77.611645,The victim was walking near Badami Street junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 10 grams from the victim neck. The accused fled towards Hosur Road.,under_investigation
105,FIR-2024-BTM-105,2024-10-18,23:45,BTM Layout PS,Bengaluru South,burglary,394,"Parsa Ganj, BTM Layout",12.963386,77.568248,Unknown miscreants gained entry into the premises by forcing the front door lock with a crowbar. Cash of Rs 234259 and electronic items were removed while the family was away.,chargesheeted
106,FIR-2023-YEL-106,2023-08-17,00:00,Yelahanka PS,Bengaluru North,robbery,394,"Sundaram Path, Yelahanka",13.0321,77.618909,The complainant was intercepted by 2 persons who forcibly snatched their bag containing cash Rs 69883 and jewellery.,chargesheeted
107,FIR-2023-YEL-107,2023-07-31,02:00,Yelahanka PS,Bengaluru North,burglary,302,"Kannan Ganj, Yelahanka",12.989158,77.606778,At approximately 07:00 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 33 grams and cash of Rs 120071 were stolen.,closed
108,FIR-2024-MAG-108,2024-11-19,10:15,Magadi Road PS,Bengaluru West,assault,394,"Brahmbhatt Chowk, Magadi Road",13.007426,77.59857,The complainant was physically attacked by 5 unknown persons near Narang Nagar junction at approximately 13:30 hours. The victim sustained minor injuries.,under_investigation
109,FIR-2024-JP -109,2024-12-14,13:45,JP Nagar PS,Bengaluru South,cyber_fraud,392,"Samra Path, JP Nagar",12.894089,77.548388,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 229799 as a deposit which was never returned.,closed
110,FIR-2023-CUB-110,2023-09-19,06:30,Cubbon Park PS,Bengaluru Central,burglary,379,"Randhawa Nagar, Cubbon Park",13.013823,77.629313,At approximately 17:15 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 11 grams and cash of Rs 75375 were stolen.,closed
111,FIR-2023-CUB-111,2023-12-07,09:00,Cubbon Park PS,Bengaluru Central,burglary,392,"Hari Street, Cubbon Park",13.015316,77.640808,At approximately 23:45 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 23 grams and cash of Rs 187354 were stolen.,chargesheeted
112,FIR-2023-DEV-112,2023-11-12,08:30,Devanahalli PS,Bengaluru North,cyber_fraud,302,"Sastry Nagar, Devanahalli",13.074081,77.5936,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 87030 as a deposit which was never returned.,closed
113,FIR-2024-DEV-113,2024-03-03,09:15,Devanahalli PS,Bengaluru North,robbery,392,"Setty Chowk, Devanahalli",13.018787,77.584984,Armed persons numbering 3 threatened the complainant at Trivedi junction and forcibly took cash of Rs 205110 and a mobile phone.,closed
114,FIR-2024-BTM-114,2024-10-19,01:00,BTM Layout PS,Bengaluru South,assault,379,"Merchant Circle, BTM Layout",12.958619,77.596822,The complainant was physically attacked by 4 unknown persons near Handa Ganj junction at approximately 13:15 hours. The victim sustained minor injuries.,closed
115,FIR-2024-HEB-115,2024-05-14,00:00,Hebbal PS,Bengaluru North,robbery,302,"Raj Zila, Hebbal",13.040964,77.548185,The complainant was intercepted by 3 persons who forcibly snatched their bag containing cash Rs 136652 and jewellery.,open
116,FIR-2023-DEV-116,2023-12-29,08:45,Devanahalli PS,Bengaluru North,cyber_fraud,379,"Vig Circle, Devanahalli",13.023105,77.587603,The complainant received a call from an unknown number claiming to be a bank official and was convinced to share their OTP. Rs 184317 was subsequently transferred without consent.,chargesheeted
117,FIR-2024-IND-117,2024-12-20,05:00,Indiranagar PS,Bengaluru East,chain_snatching,420,"Bhatti Ganj, Indiranagar",13.012933,77.655291,At approximately 18:00 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,under_investigation
118,FIR-2023-DEV-118,2023-02-03,05:30,Devanahalli PS,Bengaluru North,robbery,379,"Bala Chowk, Devanahalli",13.081947,77.605704,The complainant was intercepted by 5 persons who forcibly snatched their bag containing cash Rs 152838 and jewellery.,open
119,FIR-2023-IND-119,2023-12-21,01:00,Indiranagar PS,Bengaluru East,robbery,420,"Gour, Indiranagar",12.951614,77.598402,The complainant was intercepted by 5 persons who forcibly snatched their bag containing cash Rs 76651 and jewellery.,closed
120,FIR-2023-BTM-120,2023-10-30,07:00,BTM Layout PS,Bengaluru South,assault,379,"Banik Zila, BTM Layout",12.890897,77.568,The complainant was physically attacked by 4 unknown persons near Srinivasan Nagar junction at approximately 23:45 hours. The victim sustained grievous injuries.,open
121,FIR-2024-MG -121,2024-03-17,14:45,MG Road PS,Bengaluru Central,burglary,379,"Samra Path, MG Road",12.924226,77.579991,At approximately 19:30 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 32 grams and cash of Rs 8235 were stolen.,chargesheeted
122,FIR-2023-MG -122,2023-11-05,08:45,MG Road PS,Bengaluru Central,cyber_fraud,392,"Ratta Nagar, MG Road",12.927927,77.588068,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 99666 as a deposit which was never returned.,open
123,FIR-2023-RAJ-123,2023-12-07,19:45,Rajajinagar PS,Bengaluru West,vehicle_theft,394,"Bir Zila, Rajajinagar",12.963822,77.543062,The complainant parked their TVS Jupiter bearing registration KA-41-AB-3910 near Malhotra Chowk junction and upon returning after 7 hours found the vehicle missing.,chargesheeted
124,FIR-2024-YEL-124,2024-01-21,08:45,Yelahanka PS,Bengaluru North,cyber_fraud,394,"Sankaran Road, Yelahanka",12.997189,77.603385,The complainant received a call from an unknown number claiming to be a bank official and was convinced to share their OTP. Rs 190694 was subsequently transferred without consent.,under_investigation
125,FIR-2023-CUB-125,2023-06-07,22:45,Cubbon Park PS,Bengaluru Central,robbery,420,"Varghese Circle, Cubbon Park",12.928997,77.64367,The complainant was intercepted by 2 persons who forcibly snatched their bag containing cash Rs 137805 and jewellery.,open
126,FIR-2024-RAJ-126,2024-09-19,01:45,Rajajinagar PS,Bengaluru West,robbery,394,"Barad Ganj, Rajajinagar",13.016372,77.543046,Armed persons numbering 4 threatened the complainant at Date junction and forcibly took cash of Rs 138870 and a mobile phone.,chargesheeted
127,FIR-2023-DEV-127,2023-06-04,11:00,Devanahalli PS,Bengaluru North,assault,420,"Bora Marg, Devanahalli",12.996255,77.588598,The complainant was physically attacked by 4 unknown persons near Walia Road junction at approximately 03:15 hours. The victim sustained grievous injuries.,open
128,FIR-2024-JP -128,2024-04-08,10:00,JP Nagar PS,Bengaluru South,robbery,394,"Patla Path, JP Nagar",12.868568,77.601078,Armed persons numbering 4 threatened the complainant at Prabhakar Nagar junction and forcibly took cash of Rs 248773 and a mobile phone.,chargesheeted
129,FIR-2024-BTM-129,2024-10-06,05:15,BTM Layout PS,Bengaluru South,vehicle_theft,420,"Narasimhan Street, BTM Layout",12.903658,77.603739,The complainant parked their Bajaj Pulsar bearing registration KA-27-AB-5560 near Dara Ganj junction and upon returning after 2 hours found the vehicle missing.,open
130,FIR-2024-VIJ-130,2024-04-13,03:30,Vijayanagar PS,Bengaluru West,burglary,420,"Vyas Ganj, Vijayanagar",12.972572,77.563911,Unknown miscreants gained entry into the premises by forcing the front door lock with a crowbar. Cash of Rs 34945 and electronic items were removed while the family was away.,open
131,FIR-2023-RAJ-131,2023-11-09,03:15,Rajajinagar PS,Bengaluru West,burglary,394,"Minhas Ganj, Rajajinagar",12.989144,77.551082,Unknown miscreants gained entry into the premises by forcing the front door lock with a crowbar. Cash of Rs 105587 and electronic items were removed while the family was away.,under_investigation
132,FIR-2024-MG -132,2024-04-06,19:00,MG Road PS,Bengaluru Central,cyber_fraud,394,"Pall Nagar, MG Road",13.016784,77.593061,The complainant received a call from an unknown number claiming to be a bank official and was convinced to share their OTP. Rs 184489 was subsequently transferred without consent.,closed
133,FIR-2023-WHI-133,2023-02-03,08:15,Whitefield PS,Bengaluru East,cyber_fraud,302,"Barman Road, Whitefield",12.957267,77.668874,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 34938 as a deposit which was never returned.,open
134,FIR-2024-BTM-134,2024-10-31,07:30,BTM Layout PS,Bengaluru South,robbery,379,"Chana Zila, BTM Layout",12.909073,77.564858,Armed persons numbering 3 threatened the complainant at Mitter Path junction and forcibly took cash of Rs 60018 and a mobile phone.,open
135,FIR-2024-MG -135,2024-08-06,11:30,MG Road PS,Bengaluru Central,chain_snatching,302,"Bajaj Marg, MG Road",12.975477,77.576965,At approximately 09:30 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,open
136,FIR-2024-MG -136,2024-12-29,10:15,MG Road PS,Bengaluru Central,burglary,420,"Guha, MG Road",12.970546,77.602343,Unknown miscreants gained entry into the premises by forcing the front door lock with a crowbar. Cash of Rs 123486 and electronic items were removed while the family was away.,chargesheeted
137,FIR-2023-MAG-137,2023-04-06,23:45,Magadi Road PS,Bengaluru West,chain_snatching,394,"Sankar Marg, Magadi Road",13.004811,77.579568,At approximately 06:45 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,open
138,FIR-2024-WHI-138,2024-04-15,00:00,Whitefield PS,Bengaluru East,robbery,392,"Nayak Road, Whitefield",12.972529,77.590868,The complainant was intercepted by 2 persons who forcibly snatched their bag containing cash Rs 84132 and jewellery.,open
139,FIR-2023-MAR-139,2023-11-09,23:15,Marathahalli PS,Bengaluru East,robbery,420,"Sabharwal Chowk, Marathahalli",12.993949,77.66117,Armed persons numbering 2 threatened the complainant at Zachariah Road junction and forcibly took cash of Rs 39786 and a mobile phone.,under_investigation
140,FIR-2023-MAR-140,2023-05-16,15:00,Marathahalli PS,Bengaluru East,robbery,392,"Mistry Street, Marathahalli",12.966707,77.663876,Armed persons numbering 2 threatened the complainant at Minhas junction and forcibly took cash of Rs 235945 and a mobile phone.,closed
141,FIR-2023-IND-141,2023-06-18,14:30,Indiranagar PS,Bengaluru East,robbery,392,"Bava Path, Indiranagar",12.991208,77.605937,The complainant was intercepted by 4 persons who forcibly snatched their bag containing cash Rs 27724 and jewellery.,under_investigation
142,FIR-2024-MG -142,2024-10-22,02:15,MG Road PS,Bengaluru Central,cyber_fraud,302,"Kadakia, MG Road",12.9817,77.616718,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 234592 as a deposit which was never returned.,open
143,FIR-2023-CUB-143,2023-04-26,07:45,Cubbon Park PS,Bengaluru Central,vehicle_theft,302,"Dua, Cubbon Park",12.928701,77.633472,The complainant parked their TVS Jupiter bearing registration KA-47-AB-9951 near Guha Marg junction and upon returning after 3 hours found the vehicle missing.,open
144,FIR-2023-YEL-144,2023-09-26,06:00,Yelahanka PS,Bengaluru North,chain_snatching,379,"Apte Road, Yelahanka",13.080668,77.586798,At approximately 20:45 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,under_investigation
145,FIR-2023-IND-145,2023-06-09,17:30,Indiranagar PS,Bengaluru East,burglary,420,"Tank Path, Indiranagar",12.987044,77.667122,At approximately 09:45 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 23 grams and cash of Rs 20179 were stolen.,open
146,FIR-2023-WHI-146,2023-05-21,22:00,Whitefield PS,Bengaluru East,robbery,392,"Chandra Chowk, Whitefield",12.978041,77.625471,The complainant was intercepted by 5 persons who forcibly snatched their bag containing cash Rs 201549 and jewellery.,closed
147,FIR-2024-MAR-147,2024-08-13,20:00,Marathahalli PS,Bengaluru East,robbery,420,"Doctor Ganj, Marathahalli",12.97392,77.626812,The complainant was intercepted by 2 persons who forcibly snatched their bag containing cash Rs 46237 and jewellery.,open
148,FIR-2024-MG -148,2024-01-08,12:15,MG Road PS,Bengaluru Central,vehicle_theft,392,"Bhatti, MG Road",13.014716,77.630349,The accused broke the steering lock of the complainant vehicle Maruti Swift with registration KA-35-AB-2276 parked outside the residence and drove it away.,open
149,FIR-2023-MG -149,2023-02-17,12:00,MG Road PS,Bengaluru Central,assault,420,"Dewan Marg, MG Road",13.008203,77.621953,A group of 3 persons attacked the complainant outside Kari junction. The victim was taken to the government hospital for grievous injuries.,under_investigation
150,FIR-2024-HEB-150,2024-07-13,07:15,Hebbal PS,Bengaluru North,burglary,379,"Chauhan Marg, Hebbal",13.07904,77.549391,Unknown miscreants gained entry into the premises by forcing the front door lock with a crowbar. Cash of Rs 5383 and electronic items were removed while the family was away.,open
151,FIR-2023-KOR-151,2023-05-26,22:30,Koramangala PS,Bengaluru South,chain_snatching,379,"Kari Marg, Koramangala",12.86849,77.553147,At approximately 22:30 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,closed
152,FIR-2024-YEL-152,2024-11-09,04:15,Yelahanka PS,Bengaluru North,vehicle_theft,394,"Bahl Street, Yelahanka",13.011899,77.578501,The accused broke the steering lock of the complainant vehicle Bajaj Pulsar with registration KA-10-AB-4321 parked outside the residence and drove it away.,open
153,FIR-2023-CUB-153,2023-11-18,13:00,Cubbon Park PS,Bengaluru Central,vehicle_theft,302,"Kaul, Cubbon Park",12.957429,77.621634,The accused broke the steering lock of the complainant vehicle Honda Activa with registration KA-21-AB-5984 parked outside the residence and drove it away.,open
154,FIR-2023-IND-154,2023-12-31,12:00,Indiranagar PS,Bengaluru East,burglary,394,"Bajwa Ganj, Indiranagar",12.954417,77.689868,At approximately 12:45 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 43 grams and cash of Rs 201104 were stolen.,open
155,FIR-2023-WHI-155,2023-07-22,12:30,Whitefield PS,Bengaluru East,burglary,379,"Badal Ganj, Whitefield",12.986632,77.616682,At approximately 00:00 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 20 grams and cash of Rs 241583 were stolen.,chargesheeted
156,FIR-2024-WHI-156,2024-03-19,23:45,Whitefield PS,Bengaluru East,assault,420,"Dave Circle, Whitefield",12.931348,77.659121,The complainant was physically attacked by 4 unknown persons near Batra Circle junction at approximately 11:15 hours. The victim sustained grievous injuries.,chargesheeted
157,FIR-2023-HEB-157,2023-03-31,08:45,Hebbal PS,Bengaluru North,chain_snatching,392,"Mahal Nagar, Hebbal",13.027723,77.611265,The victim was walking near Memon Nagar junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 32 grams from the victim neck. The accused fled towards Bellary Road.,closed
158,FIR-2023-VIJ-158,2023-07-04,00:30,Vijayanagar PS,Bengaluru West,cyber_fraud,302,"Puri, Vijayanagar",12.941702,77.589576,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 98698 as a deposit which was never returned.,closed
159,FIR-2024-WHI-159,2024-02-02,11:15,Whitefield PS,Bengaluru East,assault,392,"Balay Chowk, Whitefield",12.952055,77.6226,A group of 4 persons attacked the complainant outside Sahota Marg junction. The victim was taken to the government hospital for minor injuries.,chargesheeted
160,FIR-2023-WHI-160,2023-08-27,19:15,Whitefield PS,Bengaluru East,chain_snatching,379,"Sharma, Whitefield",12.981045,77.590868,The victim was walking near Kalita junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 19 grams from the victim neck. The accused fled towards Hosur Road.,under_investigation
161,FIR-2024-MAR-161,2024-11-09,12:00,Marathahalli PS,Bengaluru East,robbery,394,"Dhar Zila, Marathahalli",12.958577,77.604445,Armed persons numbering 3 threatened the complainant at Upadhyay Marg junction and forcibly took cash of Rs 132716 and a mobile phone.,under_investigation
162,FIR-2023-RAJ-162,2023-01-02,22:45,Rajajinagar PS,Bengaluru West,burglary,302,"Sinha Path, Rajajinagar",12.923038,77.560239,At approximately 20:00 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 39 grams and cash of Rs 41868 were stolen.,open
163,FIR-2023-VIJ-163,2023-09-29,06:15,Vijayanagar PS,Bengaluru West,chain_snatching,379,"Manne Circle, Vijayanagar",12.954848,77.578702,The victim was walking near Divan Zila junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 36 grams from the victim neck. The accused fled towards Hosur Road.,chargesheeted
164,FIR-2024-MAR-164,2024-10-28,21:15,Marathahalli PS,Bengaluru East,assault,392,"Ramaswamy Ganj, Marathahalli",12.973529,77.670719,The complainant was physically attacked by 3 unknown persons near Yohannan Ganj junction at approximately 09:00 hours. The victim sustained moderate injuries.,open
165,FIR-2024-YEL-165,2024-08-31,19:45,Yelahanka PS,Bengaluru North,cyber_fraud,379,"Gopal Path, Yelahanka",13.028932,77.612364,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 91794 as a deposit which was never returned.,open
166,FIR-2024-WHI-166,2024-08-08,17:45,Whitefield PS,Bengaluru East,vehicle_theft,392,"Puri Chowk, Whitefield",12.93385,77.591182,The complainant parked their Bajaj Pulsar bearing registration KA-22-AB-5781 near Yogi Chowk junction and upon returning after 2 hours found the vehicle missing.,under_investigation
167,FIR-2024-KOR-167,2024-11-07,08:00,Koramangala PS,Bengaluru South,vehicle_theft,302,"Shenoy, Koramangala",12.902853,77.567102,The accused broke the steering lock of the complainant vehicle TVS Jupiter with registration KA-60-AB-5315 parked outside the residence and drove it away.,open
168,FIR-2023-SHI-168,2023-04-10,02:30,Shivajinagar PS,Bengaluru Central,robbery,302,"Chawla Street, Shivajinagar",12.962999,77.620246,Armed persons numbering 5 threatened the complainant at Soni junction and forcibly took cash of Rs 219540 and a mobile phone.,open
169,FIR-2024-JP -169,2024-05-29,18:15,JP Nagar PS,Bengaluru South,chain_snatching,379,"Sagar Street, JP Nagar",12.959025,77.574904,The victim was walking near Chaudhari Zila junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 16 grams from the victim neck. The accused fled towards Hosur Road.,under_investigation
170,FIR-2023-MAG-170,2023-03-31,12:45,Magadi Road PS,Bengaluru West,chain_snatching,302,"Kashyap Chowk, Magadi Road",12.952413,77.52762,At approximately 00:45 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,closed
171,FIR-2024-VIJ-171,2024-01-28,20:45,Vijayanagar PS,Bengaluru West,cyber_fraud,302,"Desai Marg, Vijayanagar",12.980696,77.503747,The victim responded to a WhatsApp message offering a part-time job and was asked to pay Rs 164555 as a deposit which was never returned.,chargesheeted
172,FIR-2023-VIJ-172,2023-12-12,09:30,Vijayanagar PS,Bengaluru West,chain_snatching,394,"Tripathi Zila, Vijayanagar",13.004085,77.585823,The victim was walking near Banerjee Path junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 27 grams from the victim neck. The accused fled towards Hosur Road.,open
173,FIR-2024-JP -173,2024-06-12,11:00,JP Nagar PS,Bengaluru South,vehicle_theft,302,"Manne Ganj, JP Nagar",12.943249,77.536562,The accused broke the steering lock of the complainant vehicle Honda Activa with registration KA-32-AB-1541 parked outside the residence and drove it away.,open
174,FIR-2024-VIJ-174,2024-06-01,12:00,Vijayanagar PS,Bengaluru West,vehicle_theft,379,"Jain Zila, Vijayanagar",12.943994,77.548879,The accused broke the steering lock of the complainant vehicle Maruti Swift with registration KA-21-AB-5237 parked outside the residence and drove it away.,chargesheeted
175,FIR-2023-WHI-175,2023-08-08,07:15,Whitefield PS,Bengaluru East,assault,392,"Sen Circle, Whitefield",12.955308,77.631751,The complainant was physically attacked by 4 unknown persons near Sethi Nagar junction at approximately 21:00 hours. The victim sustained moderate injuries.,under_investigation
176,FIR-2023-VIJ-176,2023-12-24,14:30,Vijayanagar PS,Bengaluru West,vehicle_theft,392,"Thakkar Zila, Vijayanagar",12.96647,77.56772,The accused broke the steering lock of the complainant vehicle Maruti Swift with registration KA-72-AB-5631 parked outside the residence and drove it away.,open
177,FIR-2023-VIJ-177,2023-11-29,08:30,Vijayanagar PS,Bengaluru West,robbery,394,"Nigam Chowk, Vijayanagar",12.938636,77.551729,Armed persons numbering 4 threatened the complainant at Karnik Street junction and forcibly took cash of Rs 88777 and a mobile phone.,chargesheeted
178,FIR-2023-KOR-178,2023-02-06,18:15,Koramangala PS,Bengaluru South,robbery,394,"Merchant Nagar, Koramangala",12.936755,77.552236,The complainant was intercepted by 5 persons who forcibly snatched their bag containing cash Rs 83694 and jewellery.,under_investigation
179,FIR-2023-YEL-179,2023-12-10,20:00,Yelahanka PS,Bengaluru North,robbery,392,"Soman Street, Yelahanka",13.021328,77.621421,The complainant was intercepted by 2 persons who forcibly snatched their bag containing cash Rs 73304 and jewellery.,closed
180,FIR-2024-DEV-180,2024-04-28,06:00,Devanahalli PS,Bengaluru North,chain_snatching,420,"Bal, Devanahalli",13.038784,77.588311,The victim was walking near Bajaj Circle junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 29 grams from the victim neck. The accused fled towards Bellary Road.,under_investigation
181,FIR-2023-CUB-181,2023-03-01,00:45,Cubbon Park PS,Bengaluru Central,robbery,394,"Kant Nagar, Cubbon Park",12.942538,77.621954,Armed persons numbering 5 threatened the complainant at Acharya Street junction and forcibly took cash of Rs 166082 and a mobile phone.,open
182,FIR-2024-YEL-182,2024-01-18,00:30,Yelahanka PS,Bengaluru North,robbery,302,"Randhawa Zila, Yelahanka",13.004858,77.614675,Armed persons numbering 2 threatened the complainant at Kibe Road junction and forcibly took cash of Rs 38798 and a mobile phone.,under_investigation
183,FIR-2024-VIJ-183,2024-06-16,19:30,Vijayanagar PS,Bengaluru West,robbery,420,"Golla Chowk, Vijayanagar",13.008597,77.599547,The complainant was intercepted by 3 persons who forcibly snatched their bag containing cash Rs 48223 and jewellery.,open
184,FIR-2023-DEV-184,2023-05-07,11:00,Devanahalli PS,Bengaluru North,burglary,420,"Dewan Road, Devanahalli",13.073454,77.572579,At approximately 19:00 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 50 grams and cash of Rs 33341 were stolen.,open
185,FIR-2024-HEB-185,2024-12-19,04:15,Hebbal PS,Bengaluru North,vehicle_theft,379,"Subramaniam Chowk, Hebbal",13.015912,77.613166,The accused broke the steering lock of the complainant vehicle Hero Splendor with registration KA-93-AB-2928 parked outside the residence and drove it away.,chargesheeted
186,FIR-2023-SHI-186,2023-09-27,16:15,Shivajinagar PS,Bengaluru Central,burglary,394,"Desai Street, Shivajinagar",12.991944,77.574135,At approximately 17:45 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 21 grams and cash of Rs 185408 were stolen.,closed
187,FIR-2024-BTM-187,2024-06-07,02:00,BTM Layout PS,Bengaluru South,chain_snatching,394,"Lala Circle, BTM Layout",12.928534,77.575675,At approximately 08:45 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,open
188,FIR-2023-WHI-188,2023-05-22,21:15,Whitefield PS,Bengaluru East,chain_snatching,394,"Chaudhari Circle, Whitefield",12.964153,77.634571,At approximately 23:00 hours two accused on a two-wheeler stopped beside the complainant and grabbed the gold necklace before speeding away.,chargesheeted
189,FIR-2023-KOR-189,2023-06-20,03:15,Koramangala PS,Bengaluru South,robbery,379,"Edwin Nagar, Koramangala",12.962257,77.614435,Armed persons numbering 2 threatened the complainant at Dayal Marg junction and forcibly took cash of Rs 182836 and a mobile phone.,open
190,FIR-2024-KOR-190,2024-02-26,14:00,Koramangala PS,Bengaluru South,chain_snatching,379,"Mallick, Koramangala",12.890261,77.561424,The victim was walking near Ramachandran Street junction when two persons on a motorcycle approached from behind. The pillion rider snatched the gold chain weighing 41 grams from the victim neck. The accused fled towards Bellary Road.,chargesheeted
191,FIR-2023-SHI-191,2023-02-25,00:15,Shivajinagar PS,Bengaluru Central,assault,302,"Chaudry Chowk, Shivajinagar",13.006485,77.629787,The complainant was physically attacked by 5 unknown persons near Merchant Path junction at approximately 02:45 hours. The victim sustained grievous injuries.,open
192,FIR-2024-MAR-192,2024-08-09,14:00,Marathahalli PS,Bengaluru East,vehicle_theft,420,"Madan Zila, Marathahalli",12.973107,77.602671,The accused broke the steering lock of the complainant vehicle Honda Activa with registration KA-72-AB-9996 parked outside the residence and drove it away.,closed
193,FIR-2023-MAG-193,2023-07-31,20:45,Magadi Road PS,Bengaluru West,assault,394,"Kalla, Magadi Road",12.956134,77.505428,The complainant was physically attacked by 2 unknown persons near Nayar junction at approximately 14:30 hours. The victim sustained minor injuries.,open
194,FIR-2024-MAR-194,2024-10-10,09:30,Marathahalli PS,Bengaluru East,cyber_fraud,379,"Sanghvi Ganj, Marathahalli",12.932978,77.607216,The complainant received a call from an unknown number claiming to be a bank official and was convinced to share their OTP. Rs 71660 was subsequently transferred without consent.,open
195,FIR-2023-RAJ-195,2023-02-17,20:00,Rajajinagar PS,Bengaluru West,vehicle_theft,420,"Sant Circle, Rajajinagar",12.965539,77.558932,The complainant parked their Hero Splendor bearing registration KA-56-AB-8912 near Sridhar Circle junction and upon returning after 3 hours found the vehicle missing.,open
196,FIR-2024-MAR-196,2024-09-06,19:30,Marathahalli PS,Bengaluru East,robbery,302,"Baral Circle, Marathahalli",13.016539,77.632666,Armed persons numbering 4 threatened the complainant at Doctor Ganj junction and forcibly took cash of Rs 82115 and a mobile phone.,closed
197,FIR-2024-MG -197,2024-10-01,22:30,MG Road PS,Bengaluru Central,burglary,394,"Sampath Ganj, MG Road",13.013719,77.557867,At approximately 16:30 hours unknown persons cut the electrical supply line at the rear of the premises and gained entry through the rear window by breaking the iron grille. Gold ornaments weighing 15 grams and cash of Rs 204432 were stolen.,closed
198,FIR-2023-WHI-198,2023-05-29,01:00,Whitefield PS,Bengaluru East,vehicle_theft,392,"Wason Road, Whitefield",12.955098,77.669353,The accused broke the steering lock of the complainant vehicle Maruti Swift with registration KA-27-AB-9866 parked outside the residence and drove it away.,open
199,FIR-2024-DEV-199,2024-07-29,07:45,Devanahalli PS,Bengaluru North,robbery,392,"Thaker Ganj, Devanahalli",13.036892,77.626683,The complainant was intercepted by 4 persons who forcibly snatched their bag containing cash Rs 106595 and jewellery.,closed
200,FIR-2024-BTM-200,2024-12-22,22:30,BTM Layout PS,Bengaluru South,robbery,302,"Ravi Nagar, BTM Layout",12.918762,77.590339,Armed persons numbering 5 threatened the complainant at Krish Marg junction and forcibly took cash of Rs 183954 and a mobile phone.,chargesheeted
